adress,price,property type,type of sale, number of rooms, garden, surface area of the plot of land, living area, furnished, terrace, fully equiped kitchen, swimmingpool, states of building, open fire
"BoulevardÉmileBockstael173,1000Bruxelles,BE",139000€,Maison,normal sale,1,No,No information,55 m²,No,No,No,No,old property,No informations
Ask to get the adress,139000€,Maison,normal sale,2,No,No information,97 m²,No,No,No,No,old property,No informations
Ask to get the adress,139000€,Maison,normal sale,2,No,No information,67 m²,No,No,No,No,old property,No informations
"RuedePlainevaux327,4100Seraing,BE",139000€,Maison,normal sale,4,Yes/ 0.72are,0.72 are,151 m²,No,Yes,No,No,old property,No informations
"Borsu22,4560Clavier,BE",139000€,Maison,normal sale,3,No,No information,125 m²,No,No,No,No,old property,No informations
"PaulOrbanpromenade3,8620Nieuport,BE",139000€,Maison,normal sale,3,No,No information,30 m²,Yes,Yes,No,No,old property,No informations
"Kortrijksesteenweg242,8530Harelbeke,BE",139000€,Maison,normal sale,1,No,No information,76 m²,No,No,No,No,old property,No informations
"Europagalerij2,8400Ostende,BE",139000€,Maison,normal sale,1,No,No information,51 m²,No,Yes,No,No,old property,No informations
"RueduPont29,4180Hamoir,BE",139000€,Maison,normal sale,4,No,3.22 ares,250 m²,No,No,No,No,old property,No informations
"EssexScottishlaan53,8434Westende,BE",139000€,Maison,normal sale,4,No,No information,,No,Yes,Yes,No,New,No informations
"Veurnestraat13F,8620Nieuport,BE",139000€,Maison,normal sale,4,No,No information,29 m²,Yes,Yes,No,No,old property,No informations
"RueSaint-Fiacre119,6031MonceauSurSambre,BE",139000€,Maison,normal sale,3,No,No information,106 m²,No,No,No,No,old property,No informations
"CheminduCalvaire22,4960Malmedy,BE",139000€,Maison,normal sale,3,No,No information,56 m²,Yes,Yes,No,No,old property,No informations
"EssexScottishlaan53,8434Westende,BE",139000€,Maison,normal sale,3,No,No information,,No,Yes,Yes,No,New,No informations
"EssexScottishlaan51,8434Westende,BE",139000€,Maison,normal sale,3,No,No information,,No,Yes,Yes,No,New,No informations
"Krommedijk53-57,8301HeistAanZee,BE",139000€,Maison,normal sale,1,No,No information,40 m²,No,No,No,No,old property,No informations
"ChausséeImpériale151,6060Gilly,BE",139000€,Maison,normal sale,3,No,4.06 ares,140 m²,No,No,No,No,old property,No informations
"DomaineVincentvanGogh49,7301Hornu,BE",139000€,Maison,normal sale,3,No,No information,120 m²,No,No,No,No,old property,No informations
"HenriChoméstraat59,1030Schaerbeek,BE",139000€,Maison,normal sale,1,No,No information,60 m²,No,Yes,No,No,old property,No informations
"HenriChoméstraat59,1030Schaerbeek,BE",139000€,Maison,normal sale,1,No,No information,60 m²,No,Yes,No,No,old property,No informations
"Voorzienigheidsstraat3,9600Renaix,BE",139500€,Maison,normal sale,4,No,0.6 are,100 m²,No,Yes,Yes,No,New,No informations
"FontaineSaint-Jean,4480HermalleSousHuy,BE",139500€,Maison,normal sale,2,Yes/ 1are,No information,67 m²,No,Yes,No,No,New,No informations
"FontaineSaint-Jean,4480HermalleSousHuy,BE",139500€,Maison,normal sale,2,Yes/ 1are,No information,67 m²,No,Yes,No,No,New,No informations
"FontaineSaint-Jean,4480HermalleSousHuy,BE",139500€,Maison,normal sale,2,Yes/ 1are,No information,67 m²,No,Yes,No,No,New,No informations
"Eilandstraat1,8530Harelbeke,BE",139500€,Maison,normal sale,3,No,0.75 are,170 m²,No,Yes,Yes,No,old property,No informations
"MontagneSainte-Walburge6,4000Liege,BE",139500€,Maison,normal sale,2,No,No information,71 m²,No,No,No,No,old property,No informations
"RueEntre-Deux-Portes6,4500Huy,BE",139500€,Maison,normal sale,2,No,2.45 ares,80 m²,No,Yes,No,No,old property,No informations
"RueEntre-Deux-Portes6,4500Huy,BE",139500€,Maison,normal sale,1,No,2.45 ares,55 m²,No,Yes,No,No,old property,No informations
"RueduPort120,7330SaintGhislain,BE",139500€,Maison,normal sale,2,No,No information,72 m²,No,No,No,No,old property,No informations
"Sint-Catharinaplein23,8400Ostende,BE",139750€,Maison,normal sale,2,No,No information,60 m²,No,Yes,No,No,old property,No informations
"RueNeuve46,7780Comines,BE",139900€,Maison,normal sale,3,No,1.42 are,125 m²,No,Yes,No,No,old property,No informations
"Varkensmarkt1,2000Anvers,BE",139900€,Maison,normal sale,1,No,No information,40 m²,No,No,No,No,old property,No informations
"Rued'Armentières381A,7783Bizet,BE",139900€,Maison,normal sale,2,No,5.36 ares,91 m²,No,No,No,No,old property,No informations
"Koningsstraat70-72,8400Ostende,BE",139990€,Maison,normal sale,1,No,No information,45 m²,No,Yes,No,No,old property,No informations
Ask to get the adress,140000€,Maison,normal sale,2,No,No information,70 m²,No,No,No,No,old property,No informations
"Vakantiestraat3,8434Westende,BE",140000€,Maison,normal sale,2,No,No information,,Yes,No,No,No,old property,No informations
"rueboisdelaville174,5621Morialme,BE",140000€,Maison,normal sale,3,No,No information,125 m²,No,No,No,No,old property,No informations
"RoutedeDurbuy,BlocB,6940Weris,BE",140000€,Maison,normal sale,1,No,No information,,No,No,No,No,old property,No informations
"PlaceAlbert1er28et29,6220Fleurus,BE",140000€,Maison,normal sale,5,No,1.1 are,220 m²,No,No,No,No,old property,No informations
Ask to get the adress,140000€,Maison,normal sale,5,No,No information,20 m²,No,No,No,No,old property,No informations
"RueGrégoireWincqz32,7060Soignies,BE",140000€,Maison,normal sale,3,No,2.4 ares,100 m²,No,Yes,No,No,old property,No informations
"J.Casselaan32,8430Middelkerke,BE",140000€,Maison,normal sale,3,No,No information,39 m²,Yes,No,No,No,old property,No informations
"RueVigneux21,4540Amay,BE",140000€,Maison,normal sale,3,Yes/ 5ares,6.14 ares,150 m²,No,Yes,No,No,old property,No informations
"Rued'Hornu131,7340Wasmes,BE",140000€,Maison,normal sale,2,Yes/ 1are,1.6 are,122 m²,No,No,No,No,old property,No informations
"RueHaut-Vinâve70,4690Glons,BE",140000€,Maison,normal sale,2,Yes/ 0.3are,12.05 ares,90 m²,No,Yes,No,No,old property,No informations
"Grand'Rue97,6000Charleroi,BE",140000€,Maison,normal sale,2,No,No information,83 m²,No,No,No,No,old property,No informations
"RoutedeDurbuy,BlocB,6940Weris,BE",140000€,Maison,normal sale,1,No,No information,,No,No,No,No,old property,No informations
"Bosweg27,9140Temse,BE",140000€,Maison,normal sale,1,No,2.02 ares,,No,No,No,No,New,No informations
Ask to get the adress,142000€,Maison,normal sale,3,Yes/ 3.18ares,No information,100 m²,No,Yes,No,No,old property,No informations
"AvenuedeRoodebeek16,1030Schaerbeek,BE",142000€,Maison,normal sale,3,No,No information,45 m²,No,No,No,No,old property,No informations
"EssexScottishlaan53,8434Westende,BE",142500€,Maison,normal sale,3,No,No information,,No,Yes,Yes,No,New,No informations
"EssexScottishlaan53,8434Westende,BE",142500€,Maison,normal sale,3,No,No information,,No,Yes,Yes,No,New,No informations
"Kursaallaan21,8670Coxyde,BE",143000€,Maison,normal sale,2,No,1.59 are,70 m²,Yes,Yes,No,No,New,No informations
"RueEntre-les-Ponts9,4900Spa,BE",143405€,Maison,normal sale,1,No,0.84 are,62 m²,No,Yes,No,No,New,No informations
"BrugseVaart40C,8620Nieuport,BE",144000€,Maison,normal sale,1,No,No information,,No,No,No,No,old property,No informations
"RueBrixhe3,4900Spa,BE",144500€,Maison,normal sale,3,No,0.7 are,154 m²,No,No,No,No,old property,No informations
"Ruedescomptesdesalm16,6690Vielsalm,BE",144500€,Maison,normal sale,4,No,1.51 are,221 m²,No,No,No,No,old property,No informations
"RueJulesMélotte/RueduPousset,4350Remicourt,BE",145000€,Maison,normal sale,1,No,No information,51 m²,No,No,No,No,New,No informations
"AlexandrePonchonstraat11,8430Middelkerke,BE",145000€,Maison,normal sale,1,No,No information,,Yes,No,No,No,old property,No informations
Ask to get the adress,145000€,Maison,normal sale,2,No,No information,71 m²,No,No,No,No,old property,No informations
"Brugsevaart40,8620Nieuport,BE",145000€,Maison,normal sale,1,No,No information,60 m²,No,Yes,No,No,old property,No informations
"RuedesEcoles,4180ComblainLaTour,BE",145000€,Maison,normal sale,3,No,No information,165 m²,No,Yes,No,No,old property,No informations
"Osbroekstraat14,9300Alost,BE",145000€,Maison,normal sale,3,No,No information,130 m²,No,Yes,No,No,old property,No informations
"JozefII-Straat20,8400Ostende,BE",145000€,Maison,normal sale,1,No,No information,70 m²,No,No,No,No,old property,No informations
"raversijdestraat22,8400Ostende,BE",145000€,Maison,normal sale,1,No,No information,,No,No,No,No,old property,No informations
Ask to get the adress,145000€,Maison,normal sale,5,No,No information,160 m²,No,No,No,No,old property,No informations
"RueduGrandOrme3,7134Ressaix,BE",145000€,Maison,normal sale,2,No,No information,72 m²,No,No,No,No,old property,No informations
"RuedesForgerons99,7100LaLouviere,BE",145000€,Maison,normal sale,4,No,No information,200 m²,No,No,No,No,old property,No informations
Ask to get the adress,145000€,Maison,normal sale,4,No,No information,36 m²,No,Yes,No,No,old property,No informations
"RueÉmileVandervelde310,6141ForchiesLaMarche,BE",145000€,Maison,normal sale,3,No,9.8 ares,120 m²,No,No,No,No,old property,No informations
"RueFlorianMontagne110,6001Marcinelle,BE",145000€,Maison,normal sale,3,No,1.2 are,188 m²,No,No,No,No,old property,No informations
Ask to get the adress,145000€,Maison,normal sale,2,No,No information,92 m²,No,No,No,No,old property,No informations
"dries73,9550Hillegem,BE",145000€,Maison,normal sale,2,No,0.6 are,63 m²,No,Yes,No,No,old property,No informations
"Johannastraat1-3,8430Middelkerke,BE",145000€,Maison,normal sale,1,No,No information,39 m²,No,No,No,No,old property,No informations
"Fabiolaplein3,8670Oostduinkerke,BE",145000€,Maison,normal sale,1,No,0.67 are,67 m²,Yes,Yes,No,No,New,No informations
"MontagneSainte-Walburge6,4000Liege,BE",145000€,Maison,normal sale,2,No,No information,71 m²,No,No,No,No,old property,No informations
"MontagneSainte-Walburge6,4000Liege,BE",145000€,Maison,normal sale,2,No,No information,71 m²,No,No,No,No,old property,No informations
"HugoVerrieststraat20,8800Roeselare,BE",145000€,Maison,normal sale,3,No,1.4 are,,No,Yes,No,No,old property,No informations
"DomaineduPierreux64-65,5377Heure,BE",145000€,Maison,normal sale,2,No,12.03 ares,100 m²,No,Yes,No,No,old property,No informations
"FelixTimmermanslaan12,8420LeCoq,BE",145000€,Maison,normal sale,1,No,No information,47 m²,No,No,No,No,old property,No informations
"Franslaan57,8620Nieuport,BE",145000€,Maison,normal sale,1,No,No information,33 m²,No,Yes,No,No,old property,No informations
"Vooruitgangstraat217-219,1030Schaerbeek,BE",145000€,Maison,normal sale,1,No,No information,44 m²,No,No,No,No,old property,No informations
"Werkhuisstraat7,8000Bruges,BE",145000€,Maison,normal sale,1,No,No information,,No,No,Yes,No,New,No informations
"Brugsevaart40,8620Nieuport,BE",147000€,Maison,normal sale,1,No,No information,,No,Yes,No,No,old property,No informations
"RueBrogniez158,1070Anderlecht,BE",147500€,Maison,normal sale,1,No,No information,30 m²,No,No,No,No,old property,No informations
"Leeuwerikenstraat41,3001Heverlee,BE",148000€,Maison,normal sale,1,No,0.35 are,31 m²,No,Yes,No,No,old property,No informations
"RuedesEsses11,4500Huy,BE",148500€,Maison,normal sale,2,No,0.5 are,126 m²,No,Yes,No,No,old property,No informations
"RuedesEsses11,4500Huy,BE",148500€,Maison,normal sale,2,No,0.5 are,126 m²,No,Yes,No,No,old property,No informations
"ChausséeRoosevelt21-22,4540Amay,BE",148500€,Maison,normal sale,1,No,No information,78 m²,No,Yes,No,No,old property,No informations
"RuePrésidentWilson,4430Ans,BE",149000€,Maison,normal sale,1,No,No information,62 m²,No,Yes,No,No,New,No informations
"Ollevierlaan31,8660LaPanne,BE",149000€,Maison,normal sale,2,No,No information,,No,No,No,No,old property,No informations
"Raversijdestraat56,8400Ostende,BE",149000€,Maison,normal sale,1,No,No information,37 m²,No,Yes,No,No,old property,No informations
"Zeedijk135,8430Middelkerke,BE",149000€,Maison,normal sale,1,No,No information,,Yes,No,No,No,old property,No informations
"Struikenstraat20,8670Coxyde,BE",149000€,Maison,normal sale,2,No,No information,,No,No,No,No,old property,No informations
"KoninginAstridlaan16,8400Ostende,BE",149000€,Maison,normal sale,2,No,No information,40 m²,No,No,No,No,old property,No informations
"Vergeet-mij-nietjeslaan16,8400Ostende,BE",149000€,Maison,normal sale,2,No,No information,90 m²,No,No,No,No,old property,No informations
"Albertushelling1,8400Ostende,BE",149000€,Maison,normal sale,1,No,No information,71 m²,No,No,No,No,old property,No informations
"Raversijdestraat22,8400Ostende,BE",149000€,Maison,normal sale,2,No,No information,50 m²,No,No,No,No,old property,No informations
"RoutedeMons141,7130Binche,BE",149000€,Maison,normal sale,3,No,No information,120 m²,No,No,No,No,old property,No informations
"ruedesCombattants120,6020Dampremy,BE",149000€,Maison,normal sale,2,No,No information,130 m²,No,No,No,No,old property,No informations
"ChausseédeChâtelet66,6060Gilly,BE",149000€,Maison,normal sale,2,No,No information,78 m²,No,Yes,No,No,old property,No informations
Ask to get the adress,149000€,Maison,normal sale,2,No,2.75 ares,100 m²,No,No,No,No,old property,No informations
Ask to get the adress,149000€,Maison,normal sale,3,No,5.03 ares,140 m²,No,Yes,No,No,old property,No informations
"Stationsstraat3,8530Harelbeke,BE",149000€,Maison,normal sale,1,No,0.5 are,46 m²,No,Yes,Yes,No,New,No informations
"AvenuedePéville184,4030Grivegnee,BE",149000€,Maison,normal sale,2,No,No information,80 m²,No,Yes,No,No,old property,No informations
"LangeBrilstraat16,2000Anvers,BE",149000€,Maison,normal sale,2,No,No information,60 m²,No,No,No,No,old property,No informations
"Zeedijk257,8430Middelkerke,BE",149000€,Maison,normal sale,2,No,No information,25 m²,No,Yes,No,No,old property,No informations
"RoutedeLessinesD.0.3.,7800Ath,BE",149000€,Maison,normal sale,1,Yes/ 0.28are,No information,66 m²,No,Yes,No,No,old property,No informations
"ChausséedeTournai46,7800Ath,BE",149000€,Maison,normal sale,2,No,No information,85 m²,No,No,No,No,old property,No informations
"Kluislaan17,8670Oostduinkerke,BE",149000€,Maison,normal sale,1,No,No information,,No,No,Yes,No,old property,No informations
"Potterijstraat17,3300Tienen,BE",149000€,Maison,normal sale,3,No,0.6 are,86 m²,No,No,No,No,old property,No informations
"Rolweg83,8000Bruges,BE",149000€,Maison,normal sale,1,No,0.45 are,,No,No,Yes,No,old property,No informations
"Kerkstraat2,8660LaPanne,BE",149000€,Maison,normal sale,1,No,No information,35 m²,Yes,No,No,No,old property,No informations
"duRivage1,7000Mons,BE",149000€,Maison,normal sale,3,No,No information,89 m²,No,No,No,No,old property,No informations
"RuedeVelaine140A,5060Tamines,BE",149000€,Maison,normal sale,3,No,2.21 ares,100 m²,No,No,No,No,old property,No informations
"DeSmetdeNaeyerlaan58,8370Blankenberge,BE",149000€,Maison,normal sale,2,No,No information,,No,Yes,Yes,No,old property,No informations
"Weegschede3,8690Alveringem,BE",149000€,Maison,normal sale,3,Yes/ 7.88ares,7.88 ares,,No,No,No,No,old property,No informations
"RueGrandeC,7320Bernissart,BE",149000€,Maison,normal sale,4,Yes/ 2.6ares,3.34 ares,168 m²,No,Yes,No,No,old property,No informations
"ChausséeduRisquons-Tout7,7700Mouscron,BE",149000€,Maison,normal sale,2,No,No information,104 m²,No,Yes,No,No,old property,No informations
"ChausséeduRisquons-Tout7,7700Mouscron,BE",149000€,Maison,normal sale,2,No,No information,104 m²,No,Yes,No,No,old property,No informations
"RueduBancdeSableC,7973Stambruges,BE",149000€,Maison,normal sale,4,No,2.19 ares,168 m²,No,No,No,No,old property,No informations
"RueduBancdeSableB,7000Mons,BE",149000€,Maison,normal sale,4,No,1.91 are,168 m²,No,No,No,No,old property,No informations
"RueGrandeD,7000Mons,BE",149000€,Maison,normal sale,4,Yes/ 2.6ares,3.34 ares,168 m²,No,Yes,No,No,old property,No informations
"RueGrandeB,7320Bernissart,BE",149000€,Maison,normal sale,4,Yes/ 2.6ares,3.34 ares,168 m²,No,Yes,No,No,old property,No informations
"SergeantdeBruynestraat47,8370Blankenberge,BE",149000€,Maison,normal sale,3,No,No information,97 m²,No,No,No,No,old property,No informations
"PlaceDegauque18,6142Leernes,BE",149000€,Maison,normal sale,3,No,No information,125 m²,No,No,No,No,old property,No informations
"Hoogstraat38,8780Oostrozebeke,BE",149000€,Maison,normal sale,2,No,3.13 ares,148 m²,No,No,No,No,old property,No informations
